LAST-NAME,FIRST-NAME,MIDDLE-NAME,STUDENT-ID,INTERNAL-ID,GRADE,PHONE_NUMBER,GENDER,GRADYEAR,ADDRESS,SECOND_PHONE,BIRTHDATE,THIRD_PHONE,EMAIL_ADDRESS,DUAL-CREDIT-ELIGIBLE,PROGRAM-OF-STUDY
VASQUEZ,RENE,Finn,15235,193538,9,(468) 865-2180,M,2025,827 Brewery Dr.,(262) 510-9640,6/17/2007,(835) 966-1120,mleary@mac.com,FALSE,Engineering
VILLEGAS,VIRGINIA,Preston,27204,258620,12,(296) 292-0610,F,2022,54 Primrose St.,(338) 828-7765,11/6/2004,(331) 459-0566,microfab@aol.com,FALSE,Welding
WADE,KEESHAWN,Raine,32905,284431,10,(670) 724-4025,M,2024,208 Brandywine Drive,(636) 955-7248,3/10/2006,(748) 887-1641,suresh@outlook.com,FALSE,Cybersecurity
WADE,FREDY,Elias,27649,260726,12,(742) 601-8714,M,2022,53 Rockledge Dr.,(362) 474-5295,5/23/2004,(624) 605-2205,sinkou@gmail.com,TRUE,Cosmetology 
WADE,ANNABELLA,Benjamin,14842,191025,9,(851) 364-3579,F,2025,8751 Acacia Drive,(363) 504-5176,3/18/2007,(439) 635-3732,cliffski@icloud.com,FALSE,Accounting and Financial Services
WAGNER,QUINTEN,Dex,28354,264029,9,(906) 891-9615,M,2025,5 Lakewood Street,(250) 613-5215,11/10/2007,(804) 743-0064,lridener@verizon.net,FALSE,Teaching and Training
WAGNER,DEJANIQUE,Francis,6895,130200,12,(921) 571-0187,F,2022,92 Winding Way Lane,(672) 766-2433,5/17/2004,(585) 658-4681,dobey@outlook.com,FALSE,Automotive
WALKER,ALEJANDRO,Luke,32910,284452,10,(216) 980-3703,M,2024,20 Wood St.,(524) 673-5507,3/23/2006,(609) 257-6692,linuxhack@sbcglobal.net,FALSE,Teaching and Training
WALKER,EMILY,Grant,23080,238212,10,(564) 728-9619,F,2024,672 Newport St.,(348) 364-0967,3/5/2006,(937) 878-1303,rsmartin@att.net,FALSE,Applied Agricultural Engineering
WALKER,BRIAN,Bailee,20172,222700,10,(277) 299-3101,M,2024,724 Birchwood Ave.,(985) 274-2964,7/10/2006,(540) 387-3615,aprakash@mac.com,FALSE,Digital Communications
WALKER,CUONG,Karilyn,18638,214065,10,(814) 312-3755,M,2024,7633 Lincoln Drive,(797) 254-1649,5/8/2006,(559) 349-6584,keijser@icloud.com,FALSE,Programming and Software Development
WALKER,KENNY,Dustin,6840,129680,12,(704) 203-9496,M,2022,9201 Lakeshore Lane,(384) 299-8922,3/14/2004,(949) 760-5908,hillct@yahoo.ca,TRUE,Architectural Design
WALLACE,JADEN,Harriet,30692,274699,10,(795) 713-1793,F,2024,336 Nut Swamp Drive,(518) 845-2347,1/2/2006,(686) 741-7622,pgottsch@optonline.net,FALSE,Legal Studies
WALLACE,SHAWN,Fernando,27204,258620,9,(850) 243-3723,M,2025,54 Thatcher Street,(233) 309-8878,1/24/2007,(408) 428-6086,augusto@msn.com,FALSE,Programming and Software Development
WALLACE,GARRETT,Abigail,20325,223543,12,(832) 828-4723,M,2022,7239 E. Dunbar Lane,(355) 664-5736,10/25/2004,(830) 512-1887,evans@verizon.net,FALSE,Cosmetology 
WASHINGTON,ASHLEY,Jeremy,28451,264481,12,(931) 977-1081,F,2022,496 Bayberry Street,(519) 789-9043,3/2/2004,(635) 604-2631,juerd@gmail.com,FALSE,Diesel and Heavy Equipment
WATKINS,VEIDA,Cody,32699,283539,12,(707) 881-4085,F,2022,232 Schoolhouse Dr.,(464) 392-6633,6/3/2004,(726) 548-6762,jaffe@gmail.com,FALSE,Family and Consumer Services
WATKINS,SHINA,Riley,28728,265765,9,(956) 440-7904,F,2025,429 Windfall St.,(713) 412-5798,8/15/2007,(635) 772-4713,portscan@sbcglobal.net,FALSE,Legal Studies
WATKINS,ANDREW,Seth,4235,102040,12,(993) 557-8719,M,2022,9817 Poor House Street,(890) 476-1979,10/14/2004,(220) 478-3000,catalog@hotmail.com,FALSE,Plumbing and Piperfitting
WAUDBY,JAKOBE,Neil,28471,264574,10,(994) 483-9469,M,2024,48 South Indian Summer Road,(645) 751-1521,3/2/2006,(458) 694-7196,gtaylor@yahoo.ca,FALSE,Animal Science
WEBB,ZACHARY,Vivian,34466,291099,10,(817) 436-3106,M,2024,117 Purple Finch Rd.,(323) 437-2063,2/1/2006,(814) 833-8104,symbolic@verizon.net,FALSE,Law Enforcement
WELCH,ALEXANDER,Kate,34475,291137,10,(373) 410-8159,M,2024,112 Roehampton Drive,(283) 630-2366,6/6/2006,(737) 287-0487,sarahs@aol.com,FALSE,Emergency Services
WHITE,BOBBY,Nevin,25724,251486,10,(639) 420-2708,M,2024,602 Bowman Dr.,(245) 376-7813,6/4/2006,(996) 942-6449,symbolic@comcast.net,FALSE,Digital Communications
WHITTAKER,JUAN,Lee,32805,283998,9,(914) 268-5396,M,2025,219 West New Drive,(753) 705-4433,7/26/2007,(540) 618-6594,hllam@yahoo.ca,FALSE,Law Enforcement
WHITTAKER,STEPHANIE,Isaiah,23776,241777,9,(357) 817-9149,F,2025,629 Galvin Drive,(942) 592-4036,12/5/2007,(206) 640-0374,pfitza@verizon.net,FALSE,Healthcare Diagnostics
WILLIAMS,ODARIUS,Candice,30532,273983,12,(292) 908-3220,M,2022,342 Dunbar Street,(999) 837-5498,11/18/2004,(356) 248-4440,sscorpio@sbcglobal.net,FALSE,Teaching and Training
WILLIAMS,HUMBERTO,Coreen,25823,251970,9,(846) 990-7228,M,2025,600 Roosevelt Street,(683) 398-4350,9/1/2007,(593) 582-3689,trygstad@me.com,FALSE,Law Enforcement
WILLIAMS,MAKENZIE,Kai,4385,103831,10,(536) 806-2594,F,2024,9805 Windfall Drive,(534) 707-1795,6/18/2006,(706) 572-5462,dmiller@yahoo.ca,FALSE,Diesel and Heavy Equipment
WILLIS,KEVIN,Lawrence,33977,289027,11,(754) 816-1633,M,2023,138 Nicolls Ave.,(466) 311-6583,7/4/2005,(476) 669-4326,gfxguy@hotmail.com,TRUE,Engineering
WILSON,AAREEON,Juliet,32755,283782,12,(947) 593-9782,M,2022,220 Lincoln Ave.,(259) 690-5185,4/16/2004,(325) 813-5063,peoplesr@yahoo.com,TRUE,Family and Consumer Services
WILSON,ELIAS,Bernice,22048,232825,9,(944) 269-9982,M,2025,705 Greenview Drive,(328) 693-8965,3/16/2007,(308) 715-0277,mddallara@yahoo.ca,FALSE,Engineering
WINFREY,CLAUDIA,Tyson,4500,105184,10,(501) 745-1060,F,2024,9740 Fieldstone Drive,(402) 313-7159,9/11/2006,(563) 910-3227,drjlaw@att.net,FALSE,Diesel and Heavy Equipment
WOODS,FLORENTINO,Cameron,28462,264532,9,(571) 946-5172,M,2025,494 W. Lees Creek Drive,(824) 296-2441,7/13/2007,(716) 466-9918,cfhsoft@verizon.net,FALSE,Accounting and Financial Services
WOODS,KENIA,Gillian,27565,260330,12,(241) 520-7642,F,2022,53 West White Ave.,(613) 852-1925,1/27/2004,(292) 513-0504,parents@hotmail.com,TRUE,Culinary Arts
WOODS,ANTHONY,Jeremy,4579,106103,10,(465) 991-4256,M,2024,9732 Oakwood Ave.,(574) 394-0114,1/5/2006,(608) 691-2524,fwiles@hotmail.com,FALSE,Legal Studies
WRIGHT,RONY,Jolee,30047,271798,12,(431) 893-7103,M,2022,37 Sherman St.,(387) 607-3607,2/3/2004,(362) 236-5889,skajan@optonline.net,FALSE,Emergency Services
ZAPATA,KAMRON,Cameron,4618,106554,12,(395) 797-3895,M,2022,9723 Fairground Ave.,(455) 364-6019,1/18/2004,(509) 862-7278,harryh@comcast.net,FALSE,Healthcare Diagnostics
ZIMMERMAN,RYAN,James,7494,135738,11,(548) 422-0030,M,2023,91 Sussex Road,(599) 474-3880,4/21/2005,(534) 663-6638,improv@mac.com,FALSE,Engineering
